MethodID,Step,Operator,Success,ParentMemory(KB),ChildMemory(KB),Reward
6,52,UnaryOperatorReplacement,true,7,7,1.0000
6,53,ReplaceStatement,false,7,-1,0.0000
6,54,MatchedDeleteStatement,true,7,7,1.0000
6,55,MatchedReplaceStatement,false,7,-1,0.0000
6,56,MatchedSwapStatement,false,7,-1,0.0000
6,57,MatchedReplaceStatement,false,7,-1,0.0000
6,58,MatchedSwapStatement,false,7,-1,0.0000
6,59,BinaryOperatorReplacement,true,7,7,1.0000
6,60,MatchedCopyStatement,false,7,-1,0.0000
6,61,MatchedDeleteStatement,true,7,7,1.0000
6,62,MoveStatement,true,7,7,1.0000
6,63,SwapStatement,false,7,-1,0.0000
6,64,DeleteStatement,true,7,7,1.0000
6,65,BinaryOperatorReplacement,true,7,7,1.0000
6,66,MatchedCopyStatement,false,7,-1,0.0000
6,67,DeleteStatement,false,7,-1,0.0000
6,68,MatchedDeleteStatement,true,7,7,1.0000
6,69,SwapStatement,true,7,7,1.0000
6,70,UnaryOperatorReplacement,true,7,7,1.0000
6,71,BinaryOperatorReplacement,true,7,7,1.0000
6,72,MatchedCopyStatement,false,7,-1,0.0000
6,73,UnaryOperatorReplacement,true,7,7,1.0000
6,74,SwapStatement,true,7,7,1.0000
6,75,ReplaceStatement,false,7,-1,0.0000
6,76,MatchedCopyStatement,false,7,-1,0.0000
6,77,BinaryOperatorReplacement,true,7,7,1.0000
6,78,MatchedSwapStatement,false,7,-1,0.0000
6,79,UnaryOperatorReplacement,true,7,7,1.0000
6,80,DeleteStatement,true,7,7,1.0000
6,81,MatchedReplaceStatement,false,7,-1,0.0000
6,82,SwapStatement,false,7,-1,0.0000
6,83,CopyStatement,false,7,-1,0.0000
6,84,BinaryOperatorReplacement,true,7,7,1.0000
6,85,MatchedReplaceStatement,false,7,-1,0.0000
6,86,DeleteStatement,true,7,7,1.0000
6,87,SwapStatement,true,7,7,1.0000
6,88,MatchedSwapStatement,false,7,-1,0.0000
6,89,MatchedCopyStatement,true,7,7,1.0000
6,90,SwapStatement,true,7,7,1.0000
6,91,MatchedReplaceStatement,false,7,-1,0.0000
6,92,DeleteStatement,false,7,-1,0.0000
6,93,CopyStatement,false,7,-1,0.0000
6,94,BinaryOperatorReplacement,true,7,7,1.0000
6,95,MatchedDeleteStatement,true,7,7,1.0000
6,96,DeleteStatement,false,7,-1,0.0000
6,97,MatchedReplaceStatement,false,7,-1,0.0000
6,98,MoveStatement,false,7,-1,0.0000
6,99,MatchedDeleteStatement,true,7,7,1.0000
